tau,mag
-39.898399796799595,1.0609788707125887
-39.898239796479594,1.0609795818325984
-39.89807979615959,1.0609802932542651
-39.89791979583959,1.0609810041454315
-39.89775979551959,1.0609817153798629
-39.89759979519959,1.0609824265934904
-39.89743979487959,1.0609831379423433
-39.89727979455959,1.0609838493015982
-39.89711979423959,1.0609845604736179
-39.89695979391959,1.0609852716456374
-39.896799793599584,1.0609859829008728
-39.89663979327958,1.060986694405755
-39.89647979295959,1.0609874058690298
-39.89631979263959,1.0609881170098434
-39.89615979231958,1.060988828171461
-39.895999791999586,1.0609895396555395
-39.895839791679585,1.0609902507651474
-39.89567979135958,1.0609909620931963
-39.89551979103958,1.0609916735772749
-39.89535979071958,1.0609923849989416
-39.89519979039958,1.0609930964726182
-39.89503979007958,1.0609938075198142
-39.89487978975958,1.060994519211932
-39.89471978943958,1.0609952307896282
-39.894559789119576,1.0609959418576282
-39.89439978879958,1.0609966536537658
-39.89423978847958,1.0609973649194029
-39.89407978815957,1.0609980763722757
-39.89391978783957,1.0609987877419325
-39.89375978751958,1.0609994992364131
-39.89359978719958,1.0610002108349132
-39.89343978687957,1.0610009221005505
-39.893279786559575,1.0610016336366388
-39.89311978623957,1.0610023441429326
-39.89295978591957,1.0610030566464037
-39.89279978559957,1.0610037682865119
-39.89263978527957,1.0610044797705904
-39.89247978495957,1.0610051913690906
-39.89231978463957,1.0610059021666394
-39.89215978431957,1.0610066146076986
-39.891999783999566,1.061007326164591
-39.891839783679565,1.0610080376798754
-39.89167978335957,1.0610087492783757
-39.89151978303957,1.061009460814464
-39.89135978271956,1.061010172485778
-39.89119978239957,1.061010884084278
-39.89103978207957,1.0610115958700137
-39.890879781759566,1.061012307458112
-39.89071978143956,1.061013019035808
-39.89055978111956,1.061013730686318
-39.89039978079956,1.0610144425344654
-39.89023978047956,1.0610151542161814
-39.89007978015956,1.0610158658562894
-39.88991977983956,1.0610165777252407
-39.88975977951956,1.0610172894693684
-39.88959977919956,1.0610180009846528
-39.889439778879556,1.0610187131136533
-39.889279778559555,1.0610194242856728
-39.889119778239554,1.0610201363106535
-39.88895977791956,1.0610208480339773
-39.88879977759956,1.061021559788507
-39.88863977727955,1.061022271751076
-39.88847977695956,1.061022983380782
-39.888319776639555,1.0610236951249097
-39.888159776319554,1.0610244069002432
-39.88799977599955,1.061025118966832
-39.88783977567955,1.0610258304925184
-39.88767977535955,1.0610265427359404
-39.88751977503955,1.0610272542928327
-39.88735977471955,1.0610279662658038
-39.88719977439955,1.0610286781971667
-39.88703977407955,1.0610293900037062
-39.886879773759546,1.0610301019350694
-39.886719773439545,1.0610308139496483
-39.886559773119544,1.0610315257457856
-39.88639977279954,1.0610322376563448
-39.88623977247955,1.061032949858159
-39.88607977215955,1.061033661487865
-39.88591977183954,1.061034373492042
-39.885759771519545,1.0610350854026012
-39.885599771199544,1.0610357972819544
-39.88543977087954,1.0610365094421608
-39.88527977055954,1.0610372213735237
-39.88511977023954,1.06103793353373
-39.88495976991954,1.0610386454754952
-39.88479976959954,1.0610393575108779
-39.88463976927954,1.0610400697022901
-39.88447976895954,1.061040781748075
-39.884319768639536,1.0610414939186832
-39.884159768319535,1.0610422056628108
-39.88399976799953,1.061042917916635
-39.88383976767953,1.0610436298896058
-39.88367976735954,1.0610443421746358
-39.88351976703954,1.061045054033185
-39.883359766719536,1.0610457661829895
-39.88319976639953,1.0610464783223919
-39.883039766079534,1.0610471904201864
-39.88287976575953,1.0610479026948143
-39.88271976543953,1.061048614719795
-39.88255976511953,1.0610493269944232
-39.88239976479953,1.0610500388529724
-39.88223976447953,1.061050751252424
-39.88207976415953,1.0610514636622774
-39.88191976383953,1.0610521759265035
-39.881759763519526,1.0610528878578667
-39.881599763199524,1.061053600340534
-39.88143976287952,1.0610543125007401
-39.88127976255952,1.0610550246505446
-39.88111976223952,1.0610557369979863
-39.88095976191953,1.0610564491477907
-39.880799761599526,1.0610571613600068
-39.880639761279525,1.061057873905086
-39.880479760959524,1.0610585860444883
-39.88031976063952,1.061059298423136
-39.88015976031952,1.0610600107081658
-39.87999975999952,1.0610607231492253
-39.87983975967952,1.0610614354342554
-39.87967975935952,1.0610621476568733
-39.87951975903952,1.061062860056325
-39.87935975871952,1.0610635725077864
-39.879199758399515,1.0610642848032181
-39.879039758079514,1.061064997161062
-39.87887975775951,1.0610657096541312
-39.87871975743951,1.0610664218767494
-39.87855975711951,1.0610671344842402
-39.87839975679951,1.061067846852486
-39.878239756479516,1.061068559376761
-39.878079756159515,1.0610692717033987
-39.877919755839514,1.0610699843628995
-39.87775975551951,1.0610706965647136
-39.87759975519951,1.0610714091305966
-39.87743975487951,1.0610721217068817
-39.87727975455951,1.0610728341271372
-39.87711975423951,1.061073546755432
-39.87695975391951,1.0610742592380993
-39.87679975359951,1.0610749717935803
-39.876639753279505,1.0610756842658458
-39.876479752959504,1.0610763967173071
-39.8763197526395,1.06107710928319
-39.87615975231951,1.0610778221299262
-39.8759997519995,1.0610785345293776
-39.8758397516795,1.0610792469288293
-39.8756797513595,1.0610799594843103
-39.875519751039505,1.0610806722790367
-39.875359750719504,1.0610813848657235
-39.8751997503995,1.061082097306783
-39.8750397500795,1.0610828102367347
-39.8748797497595,1.0610835228026179
-39.8747197494395,1.0610842353893049
-39.8745597491195,1.061084948215237
